rid,question_name
1171,北京发布新冠感染者居家发热应对指引，这对新冠感染者治疗有哪些帮助？
1172,1 月 13 至 19 日在院新冠感染相关死亡病例 12658 例，这一数据说明了什么？
1173,韩国防疫部门称 2 月底或解除其他自华入境防疫措施，具体信息如何？
1174,国家卫健委表示春节期间发热诊室诊疗量处于低位，目前各地防疫工作进展如何？
1175,河北发布规范涉疫药品及相关商品广告发布行为提醒告诫书，这起到了哪些警示作用？
1176,成都 331 个常态化核酸采样点名单公布，这对当地防疫工作有哪些帮助？
1177,杭州两学校 15 名学生新冠阳性，均为首次感染且为轻症，目前治疗情况如何？
1178,奥密克戎亚变种 CH.1.1 现身美国，该毒株都有哪些症状？
1179,两款自主研发抗新冠病毒创新药附条件上市，这对我国新冠患者治疗有哪些帮助？
1180,工信部表示，目前所有新冠治疗救治医疗物资产能充沛、库存充足，这对防疫工作有哪些帮助？
1181,12 月以来共发现重点关注变异株 12 例，感染这些毒株有哪些症状？该如何预防？
1182,日本将新冠疫情医疗系统警戒级别下调一级，目前当地疫情形势如何？
1183,4 月 1 日起浙江将阿兹夫定片纳入医保支付，这对新冠患者治疗有哪些帮助？
1184,韩国官方数据显示，自华入韩旅客落地检阳性率仅为 0.4%，这一调查结果说明什么？
1185,我国有 10 款国产抗新冠病毒药物应对疫情，这对我国防疫工作有哪些帮助？
1186,1 月 16 日金徽酒携手复星基金会向甘肃捐赠价值 100 万元防疫物资，这对甘肃防疫有哪些帮助？
1187,英前大臣被爆曾吓唬民众防疫，你对此有哪些评价？
1188,江苏无锡销毁 10 亿多条个人涉疫数据有哪些意义？
1189,乙类乙管后首个学期将开学，学生如何做好防护？
1190,3 月 11 日起中国赴韩人员无须提供 48 小时内核酸检测阴性报告，具体信息如何？
1191,多地坐地铁不强制戴口罩，你们当地坐地铁还要戴口罩吗？
1192,被囤防疫药品正低价回流市场，国家层面是否需要出台相关制度予以规范？
1193,明德生物公司甲乙流及新冠三联检产品正在注册中，目前进展如何？
1194,乙类乙管后首个开学季，约 165 万名上海中小学生开学，学校应做好哪些防疫措施？
1195,新冠治疗费用保障新规出台，具体信息如何？
1196,君实生物新冠口服药一个月内或将实现落地及发货销售，这对企业发展有哪些帮助？
1197,靠新冠挣来的钱，IVD 企业会凭实力亏掉吗？
1198,日本将成立新的感染症应对机构，这对日本防疫工作有哪些帮助？
1199,新冠第二波感染潮或将来袭，哪些人群需要特别注意？
1200,印度发布最新入境防疫规定，具体信息如何？
1201,德约科维奇因未接种疫苗被拒入美参赛，美参议员要求拜登介入，具体信息如何？
1202,中国香港大学最新研究，阳康后 1 年半，死亡风险仍较高，哪些人群需要格外注意？
1203,1 月 13 日山东临沂 256 个采样点继续提供免费混管采样服务，这对当地防疫工作有哪些帮助？
1204,台湾放宽室内佩戴口罩规定，具体信息如何？
1205,海关总署三年来共检疫入境人员 1.6 亿人次，检出新冠阳性 8.2 万例，这对防疫有哪些帮助？
1206,截至 1 月 15 日全球累计报告接种新冠病毒疫苗 13211343727 剂次，这一剂次说明了什么？
1207,北京多所高校如期开学，学生返校需要做好哪些健康防护？
1208,取消入境隔离以来，是否有新毒株输入？有哪些应对措施？
1209,乙类乙管实施以后，是否有必要不让老人出门？
1210,国产新冠口服药民得维获批上市，这对新冠患者治疗有哪些帮助？
1211,新冠病毒感染相关预防措施对呼吸道传染病同样有效，这对呼吸道疾病预防有哪些帮助？
1212,广东印发新冠医保用药目录，这对新冠感染患者就医有哪些保障？
1213,香港 1 月 30 日起撤销确诊者隔离令，新冠病毒将被视为上呼吸道疾病管理，具体信息如何？
1214,1 月 18 日广州新冠病毒感染疫情已进入流行尾期，当地防疫措施如何？
1215,日本打算在 5 月初下调新冠防疫级别，目前当地疫情形势如何？
1216,新冠病毒感染率呈下降趋势，哪些人群需要特别警惕？
1217,日本新冠应对方针改为由个人判断是否戴口罩，具体信息如何？
1218,2 月 13 日北京新冠核酸阳性检出率持续下降，疫情态势总体平稳，哪些人群需要特别注意？
1219,日本将取消对从中国直飞航班乘客新冠检测要求，具体信息如何？
1220,2 月 17 日-23 日中疾控新发现本土重点关注变异株 7 例，需要加强哪些防护措施？
1221,日本单月新冠死亡人数首次超过 1 万人，当地疫情形势如何？
1222,1 月 17 日起多国来华将严查 48 小时核酸，这对我国防疫工作有哪些帮助？
1223,如何看待现在国家放开疫情管控？
1224,新数据显示新型冠状病毒 SARS-CoV-2 可能起源于野生动物「貉」，要完全确认其起源还缺哪些环节？
1225,新冠病毒的毒性，究竟是在逐渐走高还是逐渐走低？
1226,新冠肺炎真的很可怕吗？看国外那些人好像并不在意的样子？
1227,怀孕 27 周女子分享阳了后体验引关注，孕期感染新冠会影响宝宝健康吗？恢复后新生儿是否会有抗体？
1228,如何看待吴尊友最新研判新冠疫情称，今冬50%的概率出现「全球第六波新冠疫情流行」？
1229,新冠病毒能不能在自愈后被人体彻底的清除？
1230,你们觉得新冠会给人们带来那些生活习惯的改变？
1231,27 日 0 时至 15 时北京新增 20 例本土感染者，无社会面筛查人员，北京疫情拐点要到来了吗？
1232,现在新冠是不是不死人了？是不是得了新冠之后去医院治一下就好了，就跟感冒发烧一样了？
1233,如何看待太原市目前六城区全部封闭，只进不出？
1234,专家称转阴后身体要两到三周才能恢复，你目前身体状态如何？转阴后还需注意哪些问题？
1235,率先放开的广州，为何反倒躲过第一波冲击？
1236,11 月 3 日河北新增新冠肺炎确诊病例 23 例，其中石家庄 20 例，目前当地情况如何？
1237,如何看待复旦博士生使用 ocr 和正则表达式帮助学院几分钟核查完数百人核酸完成截图？
1238,西安一小区物业人员偷拿业主的菜，物业回应「封闭后保洁员没菜吃，已开除」，这一处置是否合理？
1239,4 月 16 日苏州进一步升级了疫情防控措施。目前情况如何？
1240,4 月 6 日南京全域为低风险地区，目前当地防控措施如何？
1241,4 月 22 日零时，河北唐山 13 地解封，面对反复封控、解封，你的心情如何？
1242,如果张文宏之流的买办遭大量网友抵制，会不会被资本放弃，成为弃子？
1243,3 月 28 日成都发现新冠肺炎疫情关联人员，目前成都情况如何？
1244,关于哈尔滨封城一周，实行静态化管理，你是如何看待的？
1245,抗原试剂盒是如何知道测试者没有捅过鼻子的？
1246,5 月 1 日上海新增本土「727+6606」，死亡 32 例，目前疫情情况如何？
1247,为什么武汉、深圳封控期间外卖、超市可以正常营业，上海只能自发团购呢？
1248,上海一街道办事处就业主志愿者与医护人员起冲突致歉，称「志愿者因不了解情况情绪激动」，如何评价该说法？
1249,吉林农业科技学院出现聚集性疫情，学校将阳性病例的密接、次密接学生转运出校，目前情况如何？
1250,市民反映「能否优先安排产妇住院」，深圳卫健委回「电话发我」，目前产妇已入院，如何评价深圳卫健委的行为？
1251,专家称「上海疫情规模比武汉大但疾病严重性低，无症状或将可以居家隔离」，上海何时能结束本轮疫情？
1252,请问优化落实疫情防控新十条的发布意味着什么？
1253,河北磁县回应农民春耕办不了通行证，称「全县静默目前还不能办」，疫情时期如何保障春耕工作？
1254,成都自 9 月 1 日 18 时起全体居民原则居家，成都当前疫情形势如何？还有哪些防疫信息值得关注？
1255,2022年12月，顺丰快递大面积延迟，从全国最值得相信的快递公司，到最慢的快递，它会倒闭吗？
1256,美再次延长新冠公共卫生紧急状态，被指「仍然将新冠疫情视为危机」，美国当前疫情防控现状如何？
1257,4 月 26 日上海新增本土「1606+11956」，死亡 48 例，目前疫情情况如何？
1258,美国疫情目前的真实情况是什么样的？
1259,上海 184 小时建造沪上最大方舱医院，已交付超 10000 张床位，对疫情防控有何帮助？
1260,武汉市将对核酸应检未检人员健康码赋予「灰码」管理，这一做法有哪些意义？你的健康码现在是什么状态？
1261,4 月 9 日上海多家超市卖场恢复营业，预计还有多久能够恢复正常生活？
1262,5 月 25 日 0 时至 15 时，北京新增本土新冠肺炎感染者 31 例，目前疫情情况如何？
1263,5 月 29 日中国台湾新增本土新冠确诊病例 76539 例，死亡 145 例，目前当地疫情防控如何？
1264,为什么最近网上不谈上海重症危重症和死亡病例新增?
1265,媒体报道上海超市画面被质疑摆拍，官方回应称是金山区超市 4 月 15 日真实画面，目前上海情况如何？
1266,专家称「目前学界并未确认新冠肺炎有后遗症」，哪些信息值得关注？
1267,如何看待日本老人确诊，打100多次电话也无医院接收，当夜死在家中？
1268,3 月 28 日上海新增本土确诊病例 96 例、无症状感染者 4381 例，目前情况如何？
1269,中共中央政治局常务委员会召开会议，研究部署进一步优化防控工作的二十条措施，有哪些信息值得关注？
1270,如何科学看待「辉瑞Paxlovid」的药效？辉瑞Paxlovid在抗击新冠疫情中究竟起到什么样的作用？
1271,网传「唐山一周半婴儿做核酸被志愿者捅死」，警方通报「系谣言，造谣者正被调查」，造谣者将承担哪些责任？
1272,上海本次疫情主要由漕溪北路华亭宾馆存在管理漏洞导致，隔离酒店有哪些疫情防控关键点需要注意？
1273,7 月 17 日成都本次疫情毒株国内无同源序列，这说明了什么？
1274,多城市一边「非必要不核酸」一边大排长队，如何看待此现象？核酸检测暴利如何终结？
1275,如何看待网传天津两位老人自称女儿是居委会主任逼志愿者下跪，警方回应「并非网传那样，调查中」？
1276,西安高新医院、国际医学中心医院因延误急危患者救治被停业整顿 3 个月，还有哪些信息值得关注？
1277,5 月 3 日台湾新增新冠确诊病例 23139 例，首次单日新增过 2 万，目前台湾疫情情况如何？
1278,欧美多项研究报告显示，越来越多的人受到被称作「长新冠」的新冠后遗症困扰，后遗症会带来那些影响？
1279,官方回应网传 3 月 11 日晚上海封城消息不属实，目前上海的真实情况是怎样的？
1280,钟南山表示，相较于有些国家「感染后再治疗」的做法，中国「零传播政策」并非成本过高，这有哪些依据？
1281,4 月 17 日上海新增本土新冠肺炎确诊 2417 例，无症状感染者 19831 例，目前情况如何？
1282,媒体称「武汉疫情疑似与美国进口冰鲜龙虾相关」，这一说法有哪些科学依据？
1283,2 月 26 日香港新增新冠肺炎确诊病例 26026 例，目前情况如何？
1284,5 月 27日中国台湾地区新增本土新冠确诊94808 例，死亡 126例，目前当地疫情防控如何？
1285,德国最新临床研究称「辉瑞 mRNA 疫苗可能引发自身免疫性肝炎」，这是真的吗？
1286,2022 年春节还能正常回家吗？你们的家乡对外地返乡人员都有哪些防疫规定？
1287,5 月 31 日台湾新增本土新冠确诊病例 80656 例，为何台湾疫情形势如此严峻？
1288,如何看待吴尊友解读「奥密克戎导致死亡人数超过德尔塔」，称「我国新冠病死率低是因为采取多项措施」？
1289,日媒报道，第七波疫情死于轻症和中症的更多，很多人没到重症就死了，如何看待？
1290,上海全面恢复全市正常生产生活秩序的第一天，你是怎么度过的？有哪些不得不说的故事？
1291,「阳」过之后，口红、贴身衣物还能用么？新冠康复后，家里是否需要一次彻底的「消杀」？
1292,如何看待武汉大学杨占秋教授接受央视采访时表明BA5致病性很弱，除非检测，否则自己根本察觉不了?
1293,北京新增本土感染者 94 例，其中社会面筛查 17 例，目前疫情情况如何？为何社会面筛查病例增多？
1294,北京新增本土新冠肺炎感染者 63 例，重点涉疫区继续实行居家办公，目前疫情情况如何？
1295,如何看待新加坡一周近20人死于冠病阳性？急诊部人满为患，排队50小时才能等到病床？
1296,如何看待美国人预期寿命连降两年，一半死于新冠？
1297,深圳地铁一外籍男子褪下口罩脚踩扶手，地铁官方回应「正在调查」，该男子或将承担哪些责任？
1298,美国新冠肺炎死亡病例向老年人倾斜，新冠由此被评为是「一场老年人的瘟疫」，哪些信息值得关注？
1299,吴尊友表示，上海理论上 10 天至两周就能实现社会面疫情清零，从科学角度分析，如何才能实现社会面清零？
1300,上海警方通报一小区两人发生肢体冲突，一男子突然倒地不起，经送医院后抢救无效死亡，目前事件进展如何？
1301,上海海关验放全国首批进口辉瑞新冠病毒治疗药物，这意味着什么？
1302,上海提出目标「努力在 5 月中旬实现社会面清零」，还有哪些信息值得关注？
1303,4 月 9 日可容纳 5 万张床位的上海最大方舱医院正式启用，还有哪些信息值得关注？
1304,6 月 8 日中国台湾通报新增本土新冠确诊 80195 例，死亡 159 例，目前当地疫情情况如何？
1305,专家称，奥密克戎变异株导致肺炎或者重症、危重症的「比例相对较低」，有什么信息值得关注？
1306,网传外滩举行抗疫庆功晚会彩排，上海辟谣平台回应称「系医疗队合影」，具体情况如何？
1307,4 月 11 日起，乘武汉地铁须 48 小时核酸阴性证明，这对疫情防控有哪些作用？
1308,国家卫健委表示「居民可购买试剂自测新冠病毒抗原」，这会产生哪些影响？自测时有哪些方面需要注意？
1309,拉萨在重点人员核酸检测中发现 18 名新冠病毒核酸检测初筛阳性人员，疫情有扩散风险吗？当地情况如何？
1310,某个无基础疾病30多岁阳性男子与家人通话仅10分钟后死亡，当地防疫情况如何？
1311,如何看待网民反映医务人员做核酸有提成，北京市卫健委回应「正在调查核实」？
1312,1 月 27 日 0 - 14 时，浙江新增本土确诊 8 例，均在杭州，目前情况如何？
1313,如何看待日本第7波疫情，孕妇感染比第6波增加3倍以上，疫情下如何保护孕妇安全？
1314,6 月 25 日台湾新增 40398 例确诊、151 例死亡，为何台湾疫情如此严峻？
1315,5 月 10 日上海建立首个动物方舱，将对防疫工作带来哪些帮助？
1316,感染新冠后怎么办？无症状感染者是否需要治疗？可以有哪些居家必备药物？
1317,2022 年 3 月上海无症状感染者已经连续 4 天破千，为什么上海本轮疫情无症状感染者这么多？
1318,5 月 2 日上海新增本土「274+5395」，新增本土死亡 20 例，目前疫情情况如何？
1319,3月28日起上海半封城筛查，先浦东后浦西，各为期4天，你怎么看？
1320,8 月 27 日中国台湾新增本土新冠确诊病例 25621例，死亡 40 例，目前台湾疫情防控如何？
1321,北京老年医院记忆门诊接诊多例「脑雾」老年人，专家提醒，如何警惕这一情况？
1322,先诺欣 vv116 paxlovid 这三种药在抗病毒效果和副作用两个方面如何排序？
1323,江西一地 1 月 25、26 日两天全员核酸，这给当地防疫工作带来哪些帮助？
1324,甲流高发后，容易引发小冠的乘虚而入吗？?
1325,阻止日本核污水排海，应加大舆论批评，迫使日本改变核污水处理方案，经过疫情三年，核污水还要祸害多少年？
1326,2022年春天在上海感染新冠后，2022年底-2023年初又二次感染的人，症状如何？
1327,根据目前情况，亲人如果因为害怕疫情不回家，你能接受么？
1328,和阳性呆在一个房子后没阳?
1329,公共空气净化系统是否会像下水道系统一样在后新冠时代被普及？
1330,为啥什么当初闹的那么凶的新冠“消失了”?
1331,该问题已解决谢谢大家？
1332,阳的时候，你都做过什么梦？
1333,日本盐野义证实口服药 Xocova 可抑制新冠后遗症，这对新冠后遗症患者治疗有哪些帮助？
1334,如果放开的时候大家不信专家的话会不会少一些悲剧?
1335,多款新冠治疗药物上市，未来如何定价？
1336,如何看待比尔盖茨警告全美必须停摆？
1337,我还是没明白为什么美国疫情爆发？
1338,美国疫情那么严重，为什么感觉没有对美剧造成影响？
1339,如果 COVID-19 爆发在强盛的苏联，能防控好么？
1340,如何看待 4 月 28 日美国新冠病毒肺炎确诊人数超过 100 万？对美国会带来哪些影响？
1341,美国疫情那么严重，为什么没有出现美国版本的方方日记?
1342,2020 年 8 月美国 COVID-19 疫情真的开始好转了吗？
1343,为什么美国感染百万我感受不到大家悲伤？
1344,媒体称美国前国务卿鲍威尔因新冠肺炎并发症去世，有哪些信息可以关注？
1345,如何看待白宫幕僚长说「我们不打算控制疫情」？
1346,如何看待 12 月 17 日美国南加州重症监护室（ICU）可用比例为0%？从医疗角度来说这代表什么？
1347,美国新冠 COVID-19 纪录片《完全可控》怎么样？
1348,研究证明美国东部大量白尾鹿已感染新冠病毒，野生动物感染新冠病毒对疫情防控会产生影响么？
1349,大家如果被研究生舍友传染了新冠，怎么才可以不介怀，我现在有种恨死她的感觉了?
1350,生活在新冠疫情下的纽约是怎样一种体验？
1351,如何看待美国纽约一周完成两千张病床的方舱医院?
1352,美国疫情这么严重，美国人不在乎吗？
1353,怎么看待近六成美国人曾感染新冠病毒？
1354,杭州的新冠又起来了小学已经有10个人被检测出了阳性，我们现在应该怎么办？
1355,现在还有没感染新冠的吗？你们怎么做到的？
1356,如何看待网传美国生物技术中心推荐使用莲花清瘟抗新冠肺炎，是真的吗？
1357,如何看待4月1日美国新冠确诊人数超过21万？对美国和世界会产生什么影响？
1358,如何评论耿冠军“诈死”？
1359,如何看待美国新冠疫情死亡人数突破50万？
1360,如何评价张维为教授不支持中国援救“美国新冠病毒疫情”？
1361,最近美国怎么不提新冠溯源了？
1362,如何看待 4 月 29 日彭斯去医院视察不戴口罩？
1363,如何看待美国护士透露称，新冠重病患者会被安排等死？美国新冠治疗、医务条件目前真实情况是怎样的？
1364,如何评价印度将开展史上最大规模撤侨行动，预计接回170万因新冠滞留海外的印度公民？
1365,如何看待《纽约时报》提前公布头版，列出1000名死者信息?
1366,为什么现在美国新冠确诊病例五百多万了，医疗系统还没有被击溃？
1367,拜登称「尽管美国仍在为控制病毒做『大量工作』，但新冠大流行已结束」，判定疫情结束的条件是什么？
1368,如何看待美国政府表示不会去控制新冠肺炎疫情？
1369,美国疫情会突破三百万大关吗？
1370,美国顶级疾控专家安东尼福奇是个怎样的存在？
1371,为什么美国坐拥一流的公共卫生资源、全球领先医疗队伍和体系，疫情应对效果却堪称“灾难”？
1372,如何看待美国纽约时报文章《新冠！撤退！》？
1373,如何看待美国新冠死亡人数累计超过50万人？目前美国抗疫面临哪些困难？未来形势如何？
1374,6 月 21 日美国 569 万人研究发现每次新冠都会重复感染，这对健康有哪些危害？预防新冠有多必要？
1375,美国疫情严重，去美国留学安全吗？
1376,如何看待美地方电视台节目欲宣扬阴谋论，称福奇「 制造 」了新冠病毒？
1377,"如何看待我国和美国都各自平均每年有数万人死于流行性感冒(我国平均每年8.8万人死于流感,大多是老人)？"
1378,如何看待美国白宫国家安全顾问奥布赖恩确诊新冠？可能产生什么影响？
1379,如何看待北京时间4月14日美国新冠单日确诊病例达12万，超过当时任何一个国家的现有病例数？
1380,如何看待波音公司将在华盛顿州无限期停产？
1381,中国科兴分离出奥密克戎毒株，并获得测序结果，这对防疫有什么意义？
1382,如何看待福奇等美国科学家改口支持所谓「对中国进行病毒起源调查」？
1383,如何看待比亚迪口罩或将遭遇巨额退款和赔偿？
1384,郭杰瑞将美国比作公寓的比喻法是否合理？是否准确？有无更贴切的说法？
1385,美国政府将暂停提供免费的家庭装新冠病毒检测盒，如何看待这一举措？会带来哪些影响？
1386,同样差不多一个半月的时间，为什么美国疫情如此严重？
1387,如何看待「美国 CDC 称最早10月底前分发新冠疫苗」？
1388,如何看待 11 月 4 日美国单日新增新冠确诊首次超过 10 万例？
1389,外国人是怎么看待美国德特里克堡事件呢？是相信还是不相信？
1390,为什么特朗普好像对美国这次疫情漠不关心?
1391,如何看待美国警方持枪突袭监控新冠疫情的科学家“吹哨人”，没收全部数据，并用枪威胁科学家的家人？
1392,辉瑞 （Pfizer）和摩德纳（Moderna）疫苗推荐打哪个？
1393,美国经历了这次疫情经济真的还有反弹的可能吗？
1394,如何看待截至美国东部时间24日11时（北京时间24日23时），美国累计死亡病例超过5万例？
1395,如何看待4月14日特朗普宣布暂停资助世界卫生组织，“暂停”会持续多久，会造成什么影响？
1396,如何看待佩洛西确诊新冠?
1397,“美国出现这样的疫情会比中国处理得好吗？”这问题为什么被知乎删了？这种处理不low吗？
1398,如何看待美媒称照目前的疫苗接种速度，美国还要 10 年才能控制疫情？
1399,如何看待美国新冠疫情人数突破503.2万人？
1400,为什么都说新冠是美国辉瑞制造散布的?
1401,为什么自己已经很努力了，还要被冠上爱玩。?
1402,春节之后新冠的二次感染高峰来了吗？
1403,タミフル药对新冠有用吗？
1404,美国宾州工厂爆炸事故死亡人数升至 7 人，此次事故发生的原因可能有哪些？
1405,有没有一些关于抗击新冠肺炎疫情时发生的志愿服务故事或者一些对当前解封后 生活变化的感悟？
1406,美国男子感染食脑虫死亡 25 万居民被警告勿用自来水洗脸，这起到了哪些警示作用？
1407,美国宾州工厂爆炸事故死亡人数上升至 4 人，目前事故调查进展如何？
1408,美国男子感染食脑虫死亡，你对食脑虫有哪些了解？
1409,美国宾州工厂爆炸事故死亡人数升至 7 人，此次事故发生原因可能有哪些？
1410,美国为什么会彻底输掉"新冠病毒"之战？
1411,消息称美国将于 5 月解散新冠应对团队，此举背后的原因有哪些？
1412,黑龙江新增 1 例新冠阳性感染者，活动轨迹公布，有哪些信息可以关注？
1413,12 月 27 日陕西新增本土确诊病例 180 例，其中西安市 175 例，目前防疫情况如何？
1414,9 月 4 日广州越秀区发现 1 例无症状感染者，为隔离酒店工作人员，目前情况如何？
1415,12 月 31 日河南洛阳发现 4 例无症状感染者，目前情况如何？
1416,8 月 1 日 0 时至 15 时河南新增本土确诊病例 1 例，无症状感染者 2 例，目前情况如何？
1417,上海要求 10 日起所有人员抵沪后需实行「三天三检」，如何评价上海政府在本轮疫情防控工作中的表现？
1418,艾草燃烧有杀灭空气中病毒细菌的作用吗？
1419,7 月 14 日安徽怀远县发现 151 例初筛阳性人员，目前当地疫情情况如何？
1420,广州 5 月 23 日确诊病例感染印度变异株，具体情况如何？
1421,7 月 26 日江苏新增本土确诊 31 例，均为南京报告，目前情况如何？还有哪些信息值得关注？
1422,既然发烧是激活免疫系统，那不吃退烧药（或少吃）新冠会不会好的快?
1423,英国将于 4 月 5 日起取消对自中国大陆入境者的行前新冠检测要求，此举背后都有哪些原因？
1424,新冠为什么没人推荐购买头痛粉？
1425,7 月 25 日江苏新增本土确诊病例 39 例，其中南京 38 例，目前情况如何？
1426,上海开展全域静态管理，全员核酸筛查，此轮疫情何时能得到控制？
1427,长春累计感染者超 6600 例，力求最快速度实现社会面清零，目前长春疫情情况如何？
1428,四部委联合发文倒查两年半内医保，有哪些信息值得关注？
1429,1 月 1 日消息西安累计确诊 1451 例，危重型 2 例，重型 11 例，对此目前当地情况如何？
1430,1 月 7 日香港政界大型生日会现两宗确诊，霍启刚等 20 名议员需入住检疫营，目前情况如何？
1431,5 月 8 日湛江新增 23 例本土确诊病例和 10 例本土无症状感染者，目前当地疫情形势如何？
1432,9 月 6 日重庆西南大学 1 名市外返渝学生核酸检测结果异常，目前防疫情况如何？
1433,4 月 27 日广州白云机场员工例行核酸检测中发现 4 例感染者、11 例初筛阳性，目前疫情情况如何？
1434,新冠抗原试剂开始预售，一人份 32.8 元，你会尝试自检吗？能为疫情防控带来哪些便利？
1435,7 月 18 日北京顺义两地出现混检初筛阳性，目前当地疫情防控如何？
1436,12 月 29 日陕西新增本土确诊病例 155 例，均在西安市，目前西安防疫情况如何？
1437,河南沈丘公告称「哨点」发现并上报红码人员，一人次奖励 500 元，如何看待这一举措？
1438,7 月 27 日江苏新增本土病例 48 例，目前情况如何？
1439,7 月 27 日一南京来扬州人员核酸阳性，近期多地疫情均为南京关联病例，各地将会采取哪些措施防控？
1440,8 月 6 日江苏新增本土确诊 53 例，南京 1 例扬州 52 例，1 例为重型，目前情况如何？
1441,1 月 16 日美军参联会主席米利新冠检测呈阳性，目前情况如何？
1442,新型冠状病毒是否会通过快递或者包裹内的东西传播？
1443,8 月 6 日起郑州全市居民小区实行闭环管理，目前情况如何？还有哪些信息值得关注？
1444,4 月 15 日台湾新增 1284 例新冠肺炎确诊病例，目前台湾各地疫情防治工作如何？
1445,因疫情防控不力，郑州副市长等9名公职人员被严肃追责问责，有哪些警示信息？
1446,8 月 3 日义乌新增多例阳性感染者，当地疫情是否还有社区隐匿传播的风险？
1447,3 月 1 日上海新增 1 例本土确诊病例，对此目前当地疫情情况如何？
1448,扬州发现 1 例核酸阳性，此前 10 次检测为阴性，目前防疫情况如何？
1449,新冠一天就好是怎么回事？
1450,新冠检测呈阳性的人没有表现出任何症状，这是真的吗？
1451,国际最新研究表示「 保持社交距离政策或能防止新冠病毒演化出变异株 」，这说明了什么？
1452,9 月 25 日福建新增本土病例 5 例，均在厦门，永安市发现 1 例境外输入复阳病例，目前情况如何？
1453,如何看待九安医疗这只妖股？
1454,北京东城、西城、海淀、丰台仍有社会面隐匿传播风险，丰台区全域提级管控，当前疫情防控难度有多大？
1455,9 月 23 日福建新增本土确诊 15 例，厦门 11 例莆田 4 例，目前当地情况如何？
1456,7 月 29 日- 30 日，湖南多地发现本土确诊病例及无症状感染者，目前情况如何？
1457,8 月 2 日上海浦东机场货运区 1 人新冠病毒核酸检测阳性，目前情况如何？
1458,在悉尼做好自身防护可以有效防疫不被感染吗？
1459,7 月 23 日日本日增新冠确诊首破 20 万例，目前当地疫情防控措施如何？
1460,9 月 21 日全国新增本土确诊病例 16 例，其中福建 13 例，黑龙江 3 例，目前情况如何？
1461,高中学校强制打新冠疫苗是否应该配合？
1462,8 月 18 日江苏新增本土病例 3 例，均为扬州报告，目前扬州的防疫情况如何？
1463,3 月 9 日山东新增本土确诊 66 例、112 例本土无症状，目前当地情况如何？
1464,如何看待湖南大学两点多发通知要求早上八点起来做核酸？
1465,8 月 24 日上海新增 2 例本土确诊，均为此前病例密接，目前上海防疫情况如何？
1466,北京发布疫情中高风险地区待返京人员防控管理措施，还有哪些信息值得关注？
1467,上海一本地确诊病例住所卫生间水龙头核酸检测检出弱阳性，目前上海防疫情况如何？出现的原因可能是什么？
1468,8 月 17 日江苏新增本土确诊病例 6 例，均为扬州市报告，目前防疫情况如何？
1469,截至 9 月 13 日福建莆田累计报告新冠确诊病例 48 例，无症状感染者 28 例，目前情况如何？
1470,江苏新增本土确诊病例 7 例，为机场人员例行筛查发现，还有哪些信息值得关注？
1471,宁波公布 11 名感染者轨迹，多名老人曾在同一艾灸馆理疗，还有哪些信息值得关注？
1472,阳了怎么用药?
1473,既然不停变异的新冠病毒会产生免疫逃逸，那为什么核酸与抗原检测的试剂不需要定期升级配方呢？
1474,3 月 17 日加拿大政府宣布取消对来自中国旅客入境新冠检测要求，这背后都有哪些原因？
1475,罗氏推出 XBB.1.5 变异株新冠检测方法，具体信息如何？
1476,韩国将于 1 月 20 日决定取消室内口罩令的日期，目前当地情况如何？
1477,1 月 13 日国内「已监测出 1 例本土 XBB 病例」，该病例有哪些症状表现？
1478,截至 5 月 4 日 24 时，上海现有重型患者 512 例、危重型 99 例，目前治疗情况如何？
1479,新冠病毒有哪些经过证实大量存在的后遗症？
1480,老人、小孩、孕妇如何防疫？得了新冠该注意些什么？
1481,轻症新冠肺炎如何居家自我治疗？
1482,7 月 4 日云南新增本土确诊病例 3 例；5 日至 6 日，云南瑞丽开展全员核酸检测，目前情况如何？
1483,为什么有人会觉得奥密克戎在放开之前的国内和国外都没有侵害肺部，现在国内突然出现大量白肺症状？
1484,外交部回应帮助印度疫情：「中国向印度发出最友善的信号」，对此你怎么看？
1485,12 月 25 日陕西新增本土确诊病例 157 例，西安市 155 例、咸阳市 2 例，目前情况如何？
1486,阳了以后是什么感觉？
1487,研究发现COVID-19大流行导致人类预期寿命史无前例地冲击式下降，这代表着什么？
1488,阳了一直头晕是为什么?
1489,12 月 26 日陕西新增本土确诊病例 152 例，其中西安 150 例，目前情况如何？
1490,钟南山回应新冠后遗症，称「目前还没看到特别明显的对器官引起长期功能不全的案例」，哪些信息值得关注？
1491,最早预警奥密克戎的南非医生称患者「极度疲劳」，仅少数人发烧，此次变异株会不会造成大规模的感染事件？
1492,印度面临「海啸式疫情」，如何看待美国称将向其出口疫苗原材料，提供医疗和防护装备？
1493,媒体调查近千位「阳康」的「数据样本」显示 86%的感染者会发烧，有哪些信息值得关注？
1494,3 月 30 日 云南新增本土病例 6 例，来源是哪？目前当地防疫情况如何？
1495,如何评价Nature Medicine最新研究研究用大样本真实数据证明奥密克戎死亡风险下降79%？
1496,4 月 22 日 22 时至 23 日 16 时，北京新增本土新冠确诊 15 例，目前情况如何？
1497,上海将对黄浦等 9 区全域，浦东新区等 3 区局地开展全员核酸筛查，目前疫情情况如何？
1498,7 月 31 日江苏新增本土确诊 30 例，南京 14 例淮安 4 例扬州 12 例，目前情况如何？
